name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Madrid,2006-01-11,9.9,2.8,6,9.9,0.4,5.8,2,76.1,0,0,0,,0,0,,8.5,335,1030.1,67.9,12.7,,,,,2006-01-11T08:37:23,2006-01-11T18:08:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-12,9.8,-0.5,3.8,9.6,-2.7,3.1,0.5,80.5,0,0,0,,0,0,,8,25.5,1027.9,12.9,10.3,,,,,2006-01-12T08:37:07,2006-01-12T18:09:17,0.43,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-13,7.8,-1,3.1,6.8,-3,1.8,0,81.9,0,0,0,,0,0,,8.8,109.4,1024.8,42.7,8.9,,,,,2006-01-13T08:36:48,2006-01-13T18:10:21,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-14,6.4,0,3.3,5.2,-1.2,2.1,0.9,84,0,0,0,,0,0,,11.3,67.7,1024.2,77.5,7.9,,,,,2006-01-14T08:36:28,2006-01-14T18:11:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-15,6.8,3.5,4.8,4.7,0.8,3.5,2.3,84.8,0.443,100,8.33,rain,0,0,,19.7,227.4,1019.5,87.7,7.7,,,,,2006-01-15T08:36:05,2006-01-15T18:12:33,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08227099999,08224099999,08272099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-16,5.1,1.6,3.6,4.1,-1,1.6,2.1,89.9,15.927,100,20.83,"rain,snow",0,0,,11.3,60.8,1015.9,96.2,8,,,,,2006-01-16T08:35:40,2006-01-16T18:13:40,0.57,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-17,9,4.1,6.3,7.2,3.8,5.2,2.9,79.6,0.009,100,4.17,rain,0,0,,14.8,249.9,1021.1,88.6,11.8,,,,,2006-01-17T08:35:13,2006-01-17T18:14:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-18,12.5,0.4,6,12.5,-0.9,5.5,2.3,79.2,0.012,100,4.17,"rain,snow",0,0,,12,354.8,1021.9,32.9,9.4,,,,,2006-01-18T08:34:44,2006-01-18T18:15:57,0.63,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-19,15.1,2.1,7.4,15.1,-0.8,6.5,2.5,73.5,0,0,0,,0,0,,11.7,354.9,1019.9,1,14.2,,,,,2006-01-19T08:34:13,2006-01-19T18:17:06,0.67,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08224099999,08227099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-20,10,1.8,5.4,10,1.5,4.7,3,85.1,0,0,0,,0,0,,11.5,110.9,1024.6,29.8,10.1,,,,,2006-01-20T08:33:39,2006-01-20T18:18:16,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08227099999,08221099999,08224099999,08226099999,08219099999,08213099999,08223099999,08215099999"
Madrid,2006-01-21,6.1,2.3,5,6.1,0,4,2.6,85.1,0,0,0,,0,0,,10.1,27.9,1025.9,79.5,7.6,,,,,2006-01-21T08:33:04,2006-01-21T18:19:26,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-22,8.7,1.8,4.6,8.7,-0.1,3.7,1.2,80,0,0,0,,0,0,,13,357.4,1024.3,76.6,8.7,,,,,2006-01-22T08:32:26,2006-01-22T18:20:37,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-23,11.1,1.1,5.7,11.1,-1,4.6,0.6,72.3,0,0,0,,0,0,,12.5,17.2,1025.6,56.8,10.4,,,,,2006-01-23T08:31:47,2006-01-23T18:21:49,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-24,7.7,-1.2,3.2,5.6,-4.1,1,-0.7,77.1,0,0,0,,0,0,,17.2,45.7,1024.6,59.4,10,,,,,2006-01-24T08:31:05,2006-01-24T18:23:01,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-25,5.6,1.1,3.3,3.2,-1.2,1,-2,69.2,0,0,0,,0,0,,16.7,65.1,1019.4,61.2,12.1,,,,,2006-01-25T08:30:22,2006-01-25T18:24:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-26,7.9,-1.3,2.4,7.9,-5.8,0.9,-2.6,71.1,0,0,0,,0,0,,13.9,357.6,1011.3,58.3,11.3,,,,,2006-01-26T08:29:37,2006-01-26T18:25:25,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-27,4.5,-1.2,1.4,0.6,-6.8,-2.7,-7,55.8,0,0,0,,0,0,,23.9,25.4,1009.3,47.5,12.5,,,,,2006-01-27T08:28:50,2006-01-27T18:26:38,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-28,4.3,-4,-0.3,2.3,-8.3,-3.5,-8.9,53.6,0,0,0,,0,0,,21.8,9.8,1009.1,27.5,14.2,,,,,2006-01-28T08:28:01,2006-01-28T18:27:51,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08224099999,08227099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-29,2.3,-4.2,-1.2,-0.2,-8,-3.6,-7.2,65.4,0,0,0,,0,0,,12.3,65.8,1010,69.8,11.8,,,,,2006-01-29T08:27:10,2006-01-29T18:29:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-30,5,-6.5,-0.6,3.3,-9.8,-2.3,-5,74.5,0.452,100,12.5,"rain,snow",0,0,,10.5,3.4,1016,60.6,10.1,,,,,2006-01-30T08:26:17,2006-01-30T18:30:18,0.03,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-01-31,12.1,-2.9,3.8,12.1,-4.7,3.2,-1.9,70,0,0,0,,0,0,,9.8,334,1020.6,20,10.9,,,,,2006-01-31T08:25:22,2006-01-31T18:31:31,0.06,Clear,Partly cloudy throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-01,12.4,-1,4.6,12.4,-2.5,4.3,-0.1,74.3,0,0,0,,0,0,,12.6,276.4,1022,18.2,10,,,,,2006-02-01T08:24:26,2006-02-01T18:32:45,0.1,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-02,13.1,-1,5.2,13.1,-2.5,4.7,0.6,75.1,0,0,0,,0,0,,11.7,268.2,1017.5,9.3,7.3,,,,,2006-02-02T08:23:28,2006-02-02T18:33:59,0.13,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-03,13.1,0.5,5.8,13.1,-1.7,4.8,1.2,75.2,0,0,0,,0,0,,14.6,327.7,1011.9,36.6,8.9,,,,,2006-02-03T08:22:29,2006-02-03T18:35:12,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-04,9.7,0.9,4.3,9.1,-1.6,2.3,-2.6,63,0,0,0,,0,0,,14.1,11.1,1014.5,12.7,10.6,,,,,2006-02-04T08:21:28,2006-02-04T18:36:26,0.2,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08272099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-05,9.9,-2,3,9.7,-6,0.9,-6.8,52.6,0,0,0,,0,0,,14.3,23,1020,0.4,11.9,,,,,2006-02-05T08:20:25,2006-02-05T18:37:39,0.25,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-06,12.3,-2.9,3.8,12.3,-7.1,2.9,-5.7,53.4,0,0,0,,0,0,,11.2,306.5,1023.7,0,11.4,,,,,2006-02-06T08:19:20,2006-02-06T18:38:53,0.27,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-07,13.1,-2.9,4,13.1,-5.3,3.3,-4.7,57.6,0,0,0,,0,0,,9.8,341.4,1023.8,0,11.8,,,,,2006-02-07T08:18:14,2006-02-07T18:40:06,0.3,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-08,13.6,-2.4,4.4,13.6,-5.1,3.5,-3.7,60.1,0,0,0,,0,0,,13,310.2,1018.4,3.8,9.8,,,,,2006-02-08T08:17:07,2006-02-08T18:41:19,0.34,Clear,Clear conditions throughout the day.,clear-day,"08227099999,08221099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-09,13.7,-2.2,4.6,13.7,-5.9,3.9,-3.9,59.3,0,0,0,,0,0,,11.2,6,1016.4,7,10.4,,,,,2006-02-09T08:15:58,2006-02-09T18:42:33,0.37,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-10,11.9,-1,5,11.9,-1.9,4.6,-2.4,61.1,0,0,0,,0,0,,9,10.6,1015.8,15.3,8.7,,,,,2006-02-10T08:14:48,2006-02-10T18:43:45,0.41,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-11,14.7,1.8,8,14.7,0.1,7.6,-0.3,59.1,0,0,0,,0,0,,9.9,0.6,1017.9,44.8,9.4,,,,,2006-02-11T08:13:36,2006-02-11T18:44:58,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-12,14.6,2.8,7.6,14.6,1.2,7,0.6,62.6,0.005,100,4.17,rain,0,0,,9,8.6,1022.5,38.2,10,,,,,2006-02-12T08:12:23,2006-02-12T18:46:11,0.47,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-13,16.7,-0.4,7.4,16.7,-2.5,6.9,-1,59.9,0,0,0,,0,0,,13.7,227.4,1021.8,5.8,9.4,,,,,2006-02-13T08:11:09,2006-02-13T18:47:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-14,15.4,1.1,7.4,15.4,-1.3,6.8,0.5,63.8,0,0,0,,0,0,,10.8,311.7,1021.6,3,9.7,,,,,2006-02-14T08:09:53,2006-02-14T18:48:35,0.54,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-15,12.6,0,6.2,12.6,-2.3,5.5,1.8,75.3,0,0,0,,0,0,,18.9,239.7,1020.8,40.4,8.1,,,,,2006-02-15T08:08:36,2006-02-15T18:49:47,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-16,10.4,6.9,8.4,10.4,3,5.8,5.4,81.3,0.068,100,4.17,rain,0,0,,35.4,231.5,1013.7,73.2,12.9,,,,,2006-02-16T08:07:18,2006-02-16T18:50:59,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08227099999,08221099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-17,10.9,2.6,7.3,10.9,-0.5,4.6,0.9,65.8,0,0,0,,0,0,,38.3,229.2,1013.2,34.9,13.8,,,,,2006-02-17T08:05:59,2006-02-17T18:52:10,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-18,10.7,6.8,8.3,10.7,3,4.9,4.1,75.4,0.461,100,16.67,rain,0,0,,36.1,222,1011.3,73,12.6,,,,,2006-02-18T08:04:39,2006-02-18T18:53:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-19,8.8,3.1,5.5,4.8,-2.3,0.9,1.4,75.8,18.247,100,12.5,rain,0,0,,47.2,236.7,1006.6,67.8,13.7,,,,,2006-02-19T08:03:17,2006-02-19T18:54:32,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-20,7.5,1.1,4.4,3.9,-3,0.7,0,74.4,1.33,100,12.5,"rain,snow",0,0,,25.1,243.7,1009.1,60.4,13,,,,,2006-02-20T08:01:55,2006-02-20T18:55:42,0.74,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-21,7.6,2.4,5,5.2,-2,2,-1.8,62.7,0.664,100,12.5,rain,0,0,,24.9,294.5,1008.5,71.9,14.5,,,,,2006-02-21T08:00:31,2006-02-21T18:56:52,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-22,6.3,-0.2,3.4,4.6,-3.2,1.1,-2.8,64.9,0.017,100,4.17,rain,0,0,,15,28.2,1012.2,73.4,13.8,,,,,2006-02-22T07:59:07,2006-02-22T18:58:02,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999,08220099999"
Madrid,2006-02-23,4.8,0.6,2.6,4.6,-2.8,0.3,-1.5,75.9,2.061,100,20.83,"rain,snow",0,0,,19.4,15.6,1015,80.3,11.4,,,,,2006-02-23T07:57:41,2006-02-23T18:59:12,0.85,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-24,7.7,0,3.3,4.4,-2.3,1.1,-4.4,61.3,0.231,100,4.17,"rain,snow",0,0,,24.2,271.2,1010.1,46.7,10.8,,,,,2006-02-24T07:56:15,2006-02-24T19:00:21,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-25,6.4,-0.1,2.7,3.1,-3.5,-0.7,0,82.6,1.82,100,20.83,"rain,snow",0,0,,24,202.1,1007.2,90,10,,,,,2006-02-25T07:54:47,2006-02-25T19:01:30,0.91,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-26,4.1,0,2.6,2.1,-3.9,-1.1,-0.6,80.7,17.552,100,12.5,"rain,snow",0,0,,29.8,280.2,999.6,79.4,13.9,,,,,2006-02-26T07:53:19,2006-02-26T19:02:38,0.95,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"08227099999,08221099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-27,10.7,0.8,5.4,10.7,-2.1,2.9,-1.9,61.6,0.007,100,4.17,rain,0,0,,22.8,321.1,1010.4,37.5,12.2,,,,,2006-02-27T07:51:50,2006-02-27T19:03:47,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-02-28,11.9,-2,3.9,11.9,-3.5,2.7,-6,54.7,0,0,0,,0,0,,11.6,39.2,1012.6,2.5,12.2,,,,,2006-02-28T07:50:20,2006-02-28T19:04:55,0,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-01,11,-1.5,3.8,11,-6,1.3,-4.9,55.4,0,0,0,,0,0,,16.7,9.5,1012.1,0.7,13.2,,,,,2006-03-01T07:48:50,2006-03-01T19:06:02,0.05,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-02,10.4,-2.2,4.4,10.4,-5.2,3,-3.9,58.3,0,0,0,,0,0,,23.1,245.7,1015.3,27.7,12.8,,,,,2006-03-02T07:47:19,2006-03-02T19:07:10,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-03,9.7,2.3,6.4,6,-0.8,3.3,1.9,73.4,0,0,0,,0,0,,36,237.2,1016.1,60.3,14.5,,,,,2006-03-03T07:45:47,2006-03-03T19:08:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-04,10.5,6.9,8.1,10.5,2.2,5.1,6,86.9,5.72,100,20.83,rain,0,0,,44.4,213.7,1007.8,89.4,11.8,,,,,2006-03-04T07:44:14,2006-03-04T19:09:23,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-05,7.8,1.6,4.5,3.3,-4.7,-0.1,-3.8,56.6,2.836,100,12.5,rain,0,0,,54.3,318.9,1011,69.4,16.8,,,,,2006-03-05T07:42:41,2006-03-05T19:10:30,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-06,9.8,-0.4,4.9,7.1,-3.6,2.3,-4.4,53.3,0.084,100,4.17,"rain,snow",0,0,,22.4,307.9,1025.6,24.4,18.4,,,,,2006-03-06T07:41:07,2006-03-06T19:11:36,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-07,14.5,-1.1,7.9,14.5,-2.5,7.2,1.9,67,0.033,100,4.17,rain,0,0,,21.5,275.5,1027.3,49.2,16.8,,,,,2006-03-07T07:39:33,2006-03-07T19:12:42,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-08,19,5,12.4,19,3.1,12,4.9,63,0,0,0,,0,0,,17.9,278.1,1024.7,31.1,17.5,,,,,2006-03-08T07:37:58,2006-03-08T19:13:48,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-09,15,6.5,10.7,15,5.7,10.1,5,69.7,0.034,100,4.17,rain,0,0,,29.3,278.9,1020.4,62.6,15.5,,,,,2006-03-09T07:36:23,2006-03-09T19:14:53,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-10,12.5,2.5,8.2,12.5,0.7,6.6,-1.1,53.5,0,0,0,,0,0,,32,281.5,1024.1,39.2,18,,,,,2006-03-10T07:34:47,2006-03-10T19:15:58,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-11,17,8.4,12.4,17,3.8,10.8,2.7,52.2,0,0,0,,0,0,,43.5,280.7,1022.2,45.6,19.8,,,,,2006-03-11T07:33:11,2006-03-11T19:17:03,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-12,17.5,8.2,12.7,17.5,6.8,12.5,3.3,54.7,0.009,100,4.17,rain,0,0,,20.5,6,1022.7,33.8,18.1,,,,,2006-03-12T07:31:35,2006-03-12T19:18:08,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"08221099999,08227099999,08224099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-13,22,3.6,12.2,22,1.2,11.8,1,52.9,0,0,0,,0,0,,11.4,335.5,1017.2,13.3,18,,,,,2006-03-13T07:29:58,2006-03-13T19:19:12,0.45,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-14,20.7,4.5,12.4,20.7,3.6,12.2,-0.5,44.5,0,0,0,,0,0,,7.6,320.1,1016.1,22,18.7,,,,,2006-03-14T07:28:21,2006-03-14T19:20:16,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
Madrid,2006-03-15,20.7,3.9,11.9,20.7,3.5,11.6,0.6,50.6,0,0,0,,0,0,,15.1,265.9,1014.3,8.1,17.3,,,,,2006-03-15T07:26:43,2006-03-15T19:21:20,0.5,Clear,Clear conditions throughout the day.,clear-day,"08221099999,08227099999,08224099999,08226099999,08213099999,08219099999,08223099999,08215099999"
